ticker,ratio,latest_close,latest_volume,baseline_volume,dollar_volume_M,avg_dollar_vol_10d_M,dollar_surge_x,intraday_chg_%,candle_signal,candle_shape,candle_pos,close_pos,candle_score,latest_date
BKKT,1.0,9.01,1627478,1669579,14.66,15.45,0.9,4.2,매수관심,양봉,완만한상승,0.42,1.5,2026-06-17
BLDP,1.0,4.16,6672796,6718940,27.76,42.74,0.6,1.2,중립,위꼬리양봉,잔구간,0.24,-0.655,2026-06-17
SPRY,1.0,9.9,1018636,1019855,10.08,10.94,0.9,1.7,매수관심,양봉,완만한상승,0.43,1.52,2026-06-17
NCLH,1.0,19.83,19433242,19040995,385.36,400.45,1.0,-2.3,중립,음봉,잔구간,0.02,-0.64,2026-06-17
AUTL,1.0,1.53,999279,971609,1.53,1.98,0.8,2.7,매수관심,양봉,완만한상승,0.42,1.5,2026-06-17
STUB,1.0,11.4,7513575,7407621,85.65,66.11,1.3,-1.4,매도주의,위꼬리음봉,잔구간,0.13,-0.97,2026-06-17
OFIX,1.0,9.23,322663,322612,2.98,3.88,0.8,-1.9,중립,음봉,잔구간,0.19,-0.535,2026-06-17
NVOX,1.0,13.42,559544,563262,7.51,7.17,1.0,-6.0,매도주의,장대음봉,잔구간,0.06,-1.265,2026-06-17
NWG,1.0,16.76,6235306,6034807,104.5,84.03,1.2,-1.8,매도주의,장대음봉,완만한상승,0.22,-1.44,2026-06-17
DOLE,1.0,14.06,793430,756791,11.16,14.9,0.7,-1.1,중립,음봉,잔구간,0.41,-0.405,2026-06-17
MAX,1.0,10.02,601079,616380,6.02,5.7,1.1,1.5,매수관심,양봉,완만한상승,0.41,1.49,2026-06-17
NRDS,1.0,8.36,661199,687243,5.53,6.73,0.8,-1.6,중립,음봉,잔구간,0.12,-0.58,2026-06-17
OIS,1.0,8.05,668898,662187,5.38,5.85,0.9,-0.2,매수관심,팽이도지,완만한상승,0.55,0.96,2026-06-17
ODV,1.0,2.71,2096330,2154602,5.68,6.01,0.9,-2.5,중립,음봉,잔구간,0.0,-0.65,2026-06-17
OEC,1.0,7.74,491299,505302,3.8,3.47,1.1,-2.3,중립,음봉,잔구간,0.31,-0.465,2026-06-17
MSFL,1.0,15.35,1449614,1465059,22.25,28.0,0.8,-5.7,강한매도,장대음봉,전저점이탈,0.12,-3.21,2026-06-17
MSTU,1.0,3.09,42078786,43124434,130.02,167.4,0.8,-10.4,매도주의,장대음봉,잔구간,0.02,-1.29,2026-06-17
ET,1.0,18.75,8304421,8652649,155.71,177.35,0.9,-1.3,매도주의,장대음봉,잔구간,0.09,-1.245,2026-06-17
ETHA,1.0,13.07,30783463,31666430,402.34,477.88,0.8,-1.4,중립,음봉,잔구간,0.06,-0.615,2026-06-17
BAX,1.0,19.39,7123600,7184944,138.13,137.68,1.0,-5.0,매도주의,장대음봉,잔구간,0.01,-1.295,2026-06-17
MSTY,1.0,16.49,1182413,1166840,19.5,27.08,0.7,-4.5,매도주의,장대음봉,잔구간,0.0,-1.3,2026-06-17
MSTZ,1.0,9.87,20589513,19689650,203.22,221.66,0.9,10.7,강한매수,장대양봉,완만한상승,0.97,3.46,2026-06-17
MUX,1.0,19.54,1137957,1173478,22.24,22.29,1.0,-3.4,중립,음봉,잔구간,0.02,-0.64,2026-06-17
PTON,1.0,5.53,8899548,8733714,49.21,54.68,0.9,-3.3,중립,음봉,잔구간,0.05,-0.62,2026-06-17
CMRC,1.0,2.73,529586,550852,1.45,1.6,0.9,-2.5,중립,음봉,잔구간,0.09,-0.595,2026-06-17
SEM,1.0,16.55,1117122,1092980,18.49,18.48,1.0,-0.4,강한매도,장대음봉,전저점이탈,0.25,-3.05,2026-06-17
VIPS,1.0,13.37,2511197,2618479,33.57,35.88,0.9,-1.7,매도주의,음봉,전저점이탈,0.21,-1.8,2026-06-17
QSI,1.0,0.944,3473136,3589898,3.28,6.63,0.5,-2.6,중립,음봉,잔구간,0.2,-0.53,2026-06-17
PRTA,1.0,8.49,542968,539875,4.61,4.4,1.0,1.2,중립,위꼬리양봉,잔구간,0.3,-0.62,2026-06-17
PSO,1.0,15.18,826846,801657,12.55,12.61,1.0,-0.7,중립,음봉,잔구간,0.13,-0.57,2026-06-17
PTIR,1.0,12.0,3521748,3406942,42.26,55.25,0.8,-1.8,매도주의,위꼬리음봉,잔구간,0.12,-0.98,2026-06-17
FNKO,1.0,5.09,562120,547407,2.86,3.09,0.9,-7.5,매도주의,장대음봉,잔구간,0.0,-1.3,2026-06-17
KSCP,1.0,1.95,530054,517308,1.03,1.27,0.8,-1.5,매도주의,위꼬리음봉,전저점부근,0.0,-1.35,2026-06-17
PHK,1.0,4.55,620688,603904,2.82,2.99,0.9,-0.7,중립,음봉,잔구간,0.33,-0.45,2026-06-17
TTDU,1.0,2.765,1002098,994958,2.77,3.31,0.8,-8.7,강한매도,장대음봉,전저점이탈,0.04,-3.3,2026-06-17
TTGT,1.0,3.57,361810,378194,1.29,1.41,0.9,-3.3,중립,음봉,전저점부근,0.27,-0.23,2026-06-17
TSLG,1.0,6.35,37864164,36761413,240.44,220.19,1.1,-2.6,중립,음봉,잔구간,0.19,-0.535,2026-06-17
TRX,1.0,0.925,1962646,1955600,1.82,2.24,0.8,-5.1,중립,음봉,잔구간,0.0,-0.65,2026-06-17
TSDD,1.0,8.16,29803760,28885813,243.2,246.85,1.0,2.5,매수관심,양봉,완만한상승,0.78,1.94,2026-06-17
SPCQ,1.0,11.97,7972952,8224997,95.44,90.75,1.1,18.6,중립,무참고,정보부족,,0.0,2026-06-17
SMPL,1.0,12.14,1624782,1619113,19.72,22.94,0.9,-2.3,중립,음봉,잔구간,0.18,-0.54,2026-06-17
CRVS,1.0,12.0,1171643,1160785,14.06,13.41,1.0,1.2,중립,위꼬리양봉,완만한상승,0.28,-0.36,2026-06-17
ASAN,1.0,7.1,4702852,4945750,33.39,38.88,0.9,-3.0,중립,음봉,전저점부근,0.19,-0.32,2026-06-17
BITX,1.0,12.48,8990937,8570508,112.21,130.94,0.9,-2.2,매도주의,위꼬리음봉,잔구간,0.09,-0.995,2026-06-17
BDTX,1.0,1.67,1733503,1793669,2.89,2.69,1.1,-1.8,중립,음봉,전저점부근,0.27,-0.23,2026-06-17
BETA,1.0,15.77,1255433,1231025,19.8,26.85,0.7,0.9,중립,위꼬리양봉,잔구간,0.19,-0.685,2026-06-17
SNK,1.0,14.82,14587010,14638306,216.18,204.64,1.1,18.8,중립,무참고,정보부족,,0.0,2026-06-17
MNTN,1.0,8.43,1003311,1004770,8.46,9.77,0.9,-4.2,매도주의,장대음봉,잔구간,0.03,-1.28,2026-06-17
MICC,1.0,17.08,1160502,1221101,19.82,23.37,0.8,-1.4,중립,음봉,잔구간,0.11,-0.585,2026-06-17
MITK,1.0,16.87,741340,711022,12.51,16.02,0.8,-0.2,매도주의,위꼬리음봉,잔구간,0.24,-0.905,2026-06-17
BHC,1.0,4.76,1822867,1893498,8.68,10.71,0.8,-4.2,강한매도,장대음봉,전저점이탈,0.06,-3.28,2026-06-17
MAGN,1.0,12.03,301239,312092,3.62,4.1,0.9,-2.0,중립,음봉,잔구간,0.35,-0.44,2026-06-17
ENHA,1.0,3.99,1251606,1222889,4.99,5.68,0.9,10.8,강한매수,장대양봉,완만한상승,0.87,3.34,2026-06-17
ERY,1.0,12.6,3157152,3264977,39.78,29.07,1.4,1.9,강한매수,장대양봉,전고점돌파,0.83,3.9,2026-06-17
EMBC,1.0,3.09,1991556,1908791,6.15,5.39,1.1,0.7,중립,위꼬리양봉,잔구간,0.11,-0.735,2026-06-17
CLNE,1.0,1.88,1027610,1070298,1.93,2.1,0.9,0.0,중립,위꼬리양봉,잔구간,0.17,-0.7,2026-06-17
TZA,1.0,4.27,338020042,348827157,1443.35,1484.41,1.0,2.9,중립,양봉,잔구간,0.87,0.57,2026-06-17
BSCT,1.0,18.565,500659,511018,9.29,10.0,0.9,-0.3,매도주의,장대음봉,잔구간,0.0,-1.3,2026-06-17
SLRC,1.0,12.35,331314,340135,4.09,4.18,1.0,-1.5,강한매도,장대음봉,전저점이탈,0.13,-3.19,2026-06-17
SHOE,1.0,16.01,364598,360055,5.84,7.02,0.8,-3.0,강한매도,음봉,전저점이탈,0.03,-2.01,2026-06-17
LCID,1.0,5.14,14319602,13827937,73.6,81.08,0.9,2.2,중립,위꼬리양봉,완만한상승,0.33,-0.3,2026-06-17
BRR,1.0,1.49,781762,758847,1.16,1.76,0.7,-4.5,매도주의,음봉,전저점이탈,0.07,-1.97,2026-06-17
GNL,1.0,9.12,2651078,2644234,24.18,26.81,0.9,-0.9,매도주의,음봉,전저점이탈,0.38,-1.59,2026-06-17
KDK,1.0,5.85,2041430,1947441,11.94,8.35,1.4,-2.3,중립,음봉,잔구간,0.11,-0.585,2026-06-17
LOMA,1.0,11.85,390999,392133,4.63,4.58,1.0,-1.8,중립,음봉,잔구간,0.22,-0.52,2026-06-17
PACB,1.0,1.34,4798086,5025149,6.43,7.67,0.8,-0.7,매도주의,위꼬리음봉,잔구간,0.0,-1.05,2026-06-17
DBI,1.0,6.22,1031335,1067251,6.41,8.3,0.8,-5.6,강한매도,장대음봉,전저점이탈,0.04,-3.3,2026-06-17
DBO,1.0,18.79,909071,881695,17.08,15.37,1.1,-1.1,매도주의,위꼬리음봉,잔구간,0.0,-1.05,2026-06-17
KURA,1.0,9.57,1804079,1748589,17.27,16.31,1.1,0.6,중립,위꼬리양봉,완만한상승,0.36,-0.27,2026-06-17
OPRT,1.0,5.01,384483,369561,1.93,1.73,1.1,-2.3,중립,음봉,잔구간,0.06,-0.615,2026-06-17
ORBS,1.0,1.03,23917827,24728361,24.64,23.93,1.0,-3.7,중립,음봉,잔구간,0.09,-0.595,2026-06-17
CONL,1.0,5.52,19178522,20044389,105.87,116.28,0.9,-2.0,매도주의,위꼬리음봉,잔구간,0.03,-1.03,2026-06-17
COUR,1.0,5.3,6437859,6377674,34.12,34.45,1.0,-0.4,매도주의,위꼬리음봉,수횡파,0.12,-1.36,2026-06-17
PERI,1.0,8.45,502964,528504,4.25,4.72,0.9,-2.1,중립,음봉,잔구간,0.11,-0.585,2026-06-17
EVEX,1.0,2.83,1002707,1023268,2.84,2.8,1.0,1.8,중립,위꼬리양봉,완만한상승,0.29,-0.35,2026-06-17
MATV,1.0,7.8,400469,395844,3.12,3.7,0.8,-3.3,중립,음봉,잔구간,0.24,-0.505,2026-06-17
OPEN,1.0,4.45,42010351,43281969,186.95,181.76,1.0,-5.9,매도주의,장대음봉,잔구간,0.0,-1.3,2026-06-17
OPK,1.0,1.41,2053531,2031495,2.9,3.72,0.8,1.4,매수관심,양봉,완만한상승,0.71,1.85,2026-06-17
TOON,1.0,1.07,2922649,2862264,3.13,3.91,0.8,-7.0,매도주의,장대음봉,잔구간,0.11,-1.235,2026-06-17
TRIP,1.0,12.61,4167831,4261005,52.56,63.03,0.8,-0.2,매도주의,위꼬리음봉,잔구간,0.23,-0.91,2026-06-17
TMCI,1.0,4.01,852102,826832,3.42,2.84,1.2,-1.7,중립,팽이도지,잔구간,0.29,-0.125,2026-06-17
EYPT,1.0,13.15,1180462,1211010,15.52,13.89,1.1,2.0,매수관심,양봉,완만한상승,0.51,1.61,2026-06-17
CERT,1.0,6.03,4206863,4273403,25.37,24.76,1.0,-0.2,중립,팽이도지,잔구간,0.28,-0.13,2026-06-17
RPC,1.0,8.2,336634,324419,2.76,2.79,1.0,-2.1,중립,음봉,잔구간,0.0,-0.65,2026-06-17
RUN,1.0,12.44,8079852,7844837,100.51,102.07,1.0,-1.7,중립,음봉,잔구간,0.28,-0.48,2026-06-17
RVT,1.0,17.76,472552,458050,8.39,7.93,1.1,-0.3,매도주의,위꼬리음봉,잔구간,0.11,-0.985,2026-06-17
IOVA,1.0,3.93,11208025,11120278,44.05,51.71,0.9,1.3,중립,위꼬리양봉,잔구간,0.38,-0.57,2026-06-17
INDI,1.0,3.93,3997358,3909045,15.71,22.27,0.7,-1.7,중립,음봉,완만한상승,0.22,-0.14,2026-06-17
GRNT,1.0,4.73,789337,805340,3.73,4.02,0.9,0.9,중립,양봉,잔구간,0.5,0.35,2026-06-17
GOGO,1.0,3.5,1866142,1926566,6.53,7.21,0.9,-1.1,매도주의,위꼬리음봉,잔구간,0.0,-1.05,2026-06-17
INO,1.0,1.11,1109160,1135769,1.23,1.62,0.8,-1.8,중립,음봉,완만한상승,0.2,-0.16,2026-06-17
RIG,1.0,5.58,26175604,25169050,146.06,153.7,1.0,0.2,중립,위꼬리양봉,전저점부근,0.33,-0.45,2026-06-17
REAL,1.0,11.39,3038706,2919284,34.61,27.55,1.3,-0.4,중립,팽이도지,완만한상승,0.29,0.65,2026-06-17
HODL,1.0,18.15,1102647,1141631,20.01,30.26,0.7,-1.0,매도주의,위꼬리음봉,잔구간,0.06,-1.015,2026-06-17
HBNC,1.0,19.25,484772,506276,9.33,10.03,0.9,-0.7,중립,팽이도지,잔구간,0.56,0.035,2026-06-17
HIVE,1.0,3.97,21975201,21435369,87.24,99.93,0.9,-1.2,매도주의,위꼬리음봉,잔구간,0.06,-1.015,2026-06-17
ETHE,1.0,14.01,2300320,2274950,32.23,40.04,0.8,-1.3,중립,음봉,잔구간,0.07,-0.61,2026-06-17
NIO,1.0,5.05,26196237,26108235,132.29,156.41,0.8,1.8,중립,양봉,잔구간,0.43,0.31,2026-06-17
NMAX,1.0,7.5,1293365,1299254,9.7,12.89,0.8,0.9,중립,위꼬리양봉,잔구간,0.21,-0.675,2026-06-17
NEOG,1.0,8.93,1520275,1524301,13.58,14.81,0.9,-3.6,매도주의,장대음봉,잔구간,0.08,-1.25,2026-06-17
EDZ,1.0,14.98,339164,329594,5.08,5.35,1.0,5.1,강한매수,장대양봉,완만한상승,0.9,3.38,2026-06-17
ZIP,1.0,3.11,546992,553913,1.7,1.81,0.9,-7.2,강한매도,장대음봉,전저점이탈,0.1,-3.23,2026-06-17
XPEV,1.0,13.44,6584174,6876647,88.49,101.94,0.9,-0.7,강한매도,위꼬리음봉,전저점이탈,0.15,-2.67,2026-06-17
XRP,1.0,13.21,482446,468140,6.37,9.41,0.7,-1.5,중립,음봉,잔구간,0.1,-0.59,2026-06-17
AEO,1.0,17.1,5019256,5041006,85.83,94.31,0.9,-3.3,중립,음봉,잔구간,0.04,-0.625,2026-06-17
ACI,1.0,14.41,8594014,8841248,123.84,119.12,1.0,-3.9,강한매도,장대음봉,전저점이탈,0.05,-3.29,2026-06-17
WOK,1.0,4.32,836539,850106,3.61,12.59,0.3,-11.8,강한매도,장대음봉,전저점이탈,0.31,-2.98,2026-06-17
IART,1.0,17.2,791527,777017,13.61,14.2,1.0,-2.6,매도주의,장대음봉,잔구간,0.15,-1.21,2026-06-17
IE,1.0,11.45,2340004,2340667,26.79,24.6,1.1,-0.7,매도주의,위꼬리음봉,잔구간,0.11,-0.985,2026-06-17
HTGC,1.0,15.41,1150404,1113000,17.73,20.0,0.9,-1.7,매도주의,장대음봉,잔구간,0.11,-1.235,2026-06-17
AQN,0.9,5.87,3736100,4081541,21.93,26.72,0.8,-2.3,매도주의,장대음봉,잔구간,0.08,-1.25,2026-06-17
IEP,0.9,7.29,752300,876013,5.48,5.54,1.0,-1.0,매도주의,장대음봉,잔구간,0.3,-1.12,2026-06-17
HPP,0.9,13.41,801087,939732,10.74,17.31,0.6,-8.2,강한매도,장대음봉,전저점이탈,0.04,-3.3,2026-06-17
HTLD,0.9,14.33,647276,753784,9.28,10.84,0.9,-6.8,강한매도,장대음봉,전저점이탈,0.08,-3.25,2026-06-17
HLLY,0.9,2.5,639070,691221,1.6,1.8,0.9,0.4,중립,팽이도지,완만한상승,0.36,0.73,2026-06-17
XFOR,0.9,4.05,403777,466312,1.64,1.7,1.0,-0.2,매수관심,팽이도지,완만한상승,0.52,0.92,2026-06-17
WOOF,0.9,2.63,1493665,1733279,3.93,9.55,0.4,-5.7,매도주의,장대음봉,전저점부근,0.05,-1.79,2026-06-17
WRD,0.9,6.31,2788404,3030009,17.59,21.81,0.8,0.5,중립,팽이도지,잔구간,0.47,-0.02,2026-06-17
WSE,0.9,11.17,888118,973595,9.92,17.39,0.6,-1.0,중립,음봉,잔구간,0.08,-0.6,2026-06-17
ALLO,0.9,1.96,6362245,6913117,12.47,14.22,0.9,3.2,매수관심,양봉,완만한상승,0.38,1.46,2026-06-17
ALOY,0.9,16.61,2641861,2816099,43.88,44.44,1.0,11.3,강한매수,장대양봉,완만한상승,0.94,3.43,2026-06-17
AMBP,0.9,4.35,1714258,2010138,7.46,7.52,1.0,0.2,중립,팽이도지,잔구간,0.37,-0.08,2026-06-17
AIRJ,0.9,4.38,1333263,1430881,5.84,10.22,0.6,3.3,중립,위꼬리양봉,잔구간,0.35,-0.59,2026-06-17
ZLAB,0.9,17.88,1011606,1088173,18.09,16.85,1.1,1.3,매수관심,양봉,완만한상승,0.75,1.9,2026-06-17
XP,0.9,15.42,6903278,7290255,106.45,99.98,1.1,-2.6,중립,음봉,잔구간,0.08,-0.6,2026-06-17
ETHW,0.9,12.39,812190,904504,10.06,10.4,1.0,-1.5,중립,음봉,잔구간,0.05,-0.62,2026-06-17
NIQ,0.9,8.17,1027265,1155068,8.39,10.85,0.8,-1.4,매도주의,위꼬리음봉,잔구간,0.03,-1.03,2026-06-17
NEXA,0.9,14.34,638361,704189,9.15,12.93,0.7,-2.6,중립,음봉,잔구간,0.1,-0.59,2026-06-17
HNST,0.9,3.56,1201108,1268242,4.28,4.66,0.9,-1.4,매도주의,위꼬리음봉,잔구간,0.06,-1.015,2026-06-17
HOVR,0.9,2.19,1047004,1230317,2.29,3.69,0.6,0.9,중립,위꼬리양봉,완만한상승,0.15,-0.52,2026-06-17
HBAN,0.9,16.85,23705311,26450856,399.43,411.97,1.0,-1.9,중립,음봉,잔구간,0.18,-0.54,2026-06-17
HLF,0.9,11.62,1357090,1553058,15.77,17.89,0.9,-1.9,중립,음봉,잔구간,0.33,-0.45,2026-06-17
GOF,0.9,10.81,1325608,1421435,14.33,13.99,1.0,-0.1,중립,팽이도지,전저점부근,0.27,0.47,2026-06-17
GOOD,0.9,12.01,658361,761226,7.91,7.7,1.0,-2.1,매도주의,음봉,전저점이탈,0.28,-1.71,2026-06-17
GOOY,0.9,13.73,523531,572499,7.19,9.03,0.8,-1.4,매도주의,장대음봉,잔구간,0.12,-1.23,2026-06-17
IONZ,0.9,2.63,24558068,27882226,64.59,72.48,0.9,6.9,강한매수,양봉,완만한상승,0.9,2.08,2026-06-17
IPWR,0.9,5.71,359872,419630,2.05,4.54,0.5,-1.7,매도주의,위꼬리음봉,완만한상승,0.24,-0.91,2026-06-17
VET,0.9,10.18,1480528,1574758,15.07,17.4,0.9,-1.6,매도주의,음봉,전저점이탈,0.2,-1.81,2026-06-17
VFF,0.9,1.96,1118607,1191868,2.19,3.12,0.7,-2.5,매도주의,음봉,전저점이탈,0.22,-1.79,2026-06-17
VG,0.9,11.05,16186554,17218513,178.86,180.53,1.0,0.5,중립,팽이도지,잔구간,0.62,0.07,2026-06-17
CHWY,0.9,17.77,11601828,12742198,206.16,218.64,0.9,-5.6,강한매도,장대음봉,전저점이탈,0.0,-3.35,2026-06-17
QUBT,0.9,9.77,12932707,15134113,126.35,178.24,0.7,-5.2,매도주의,장대음봉,잔구간,0.12,-1.23,2026-06-17
QUBX,0.9,11.53,333980,377325,3.85,5.82,0.7,-9.6,매도주의,장대음봉,잔구간,0.13,-1.22,2026-06-17
BYAH,0.9,1.2,6810256,7369275,8.17,26.44,0.3,-12.4,중립,음봉,잔구간,0.0,-0.65,2026-06-17
BYND,0.9,0.697,25635747,28273154,17.87,27.36,0.7,1.0,중립,위꼬리양봉,잔구간,0.3,-0.62,2026-06-17
RXST,0.9,4.59,860960,1006961,3.95,5.0,0.8,-2.5,중립,음봉,잔구간,0.11,-0.585,2026-06-17
TNDM,0.9,15.4,2102985,2281712,32.39,43.24,0.7,-6.3,중립,음봉,전저점부근,0.04,-0.5,2026-06-17
F,0.9,13.96,43099801,48104541,601.67,738.66,0.8,-3.3,강한매도,장대음봉,전저점이탈,0.05,-3.29,2026-06-17
FETH,0.9,17.26,1899687,2079188,32.79,44.59,0.7,-1.4,중립,음봉,잔구간,0.06,-0.615,2026-06-17
MDXG,0.9,3.61,998781,1099748,3.61,4.22,0.9,-2.4,중립,음봉,잔구간,0.19,-0.535,2026-06-17
MEI,0.9,11.57,371196,397112,4.29,6.8,0.6,-1.3,중립,음봉,완만한상승,0.16,-0.21,2026-06-17
METD,0.9,17.49,361491,387258,6.32,8.57,0.7,4.1,강한매수,장대양봉,완만한상승,0.99,3.49,2026-06-17
MARA,0.9,13.92,34418504,36672663,479.11,507.07,0.9,-2.3,중립,음봉,잔구간,0.03,-0.63,2026-06-17
ONDS,0.9,9.12,49050242,53553450,447.34,598.27,0.7,-1.4,매도주의,위꼬리음봉,잔구간,0.1,-0.99,2026-06-17
CPRI,0.9,19.73,2628068,2923044,51.85,59.42,0.9,-5.0,매도주의,장대음봉,잔구간,0.01,-1.295,2026-06-17
CRBU,0.9,1.64,1737019,1897704,2.85,3.34,0.9,-1.2,매도주의,위꼬리음봉,잔구간,0.07,-1.01,2026-06-17
PFFD,0.9,18.84,512992,592159,9.66,11.36,0.9,-0.5,매도주의,장대음봉,잔구간,0.14,-1.215,2026-06-17
PAR,0.9,14.85,1060666,1244975,15.75,18.41,0.9,-2.2,매도주의,위꼬리음봉,잔구간,0.13,-0.97,2026-06-17
PATH,0.9,10.23,40515948,46233857,414.48,482.08,0.9,-2.0,중립,음봉,잔구간,0.0,-0.65,2026-06-17
CYPH,0.9,0.762,2898209,3205451,2.21,7.73,0.3,0.3,중립,위꼬리양봉,잔구간,0.06,-0.765,2026-06-17
KYIV,0.9,13.9,386505,444715,5.37,5.84,0.9,-0.7,매도주의,위꼬리음봉,잔구간,0.21,-0.925,2026-06-17
KOS,0.9,2.5,10993886,12681811,27.48,28.42,1.0,0.0,중립,팽이도지,잔구간,0.38,-0.07,2026-06-17
GEVO,0.9,1.49,2948862,3204803,4.39,4.46,1.0,4.2,중립,양봉,잔구간,0.55,0.38,2026-06-17
LRMR,0.9,3.54,2224247,2369162,7.87,6.86,1.1,3.5,중립,위꼬리양봉,완만한상승,0.31,-0.33,2026-06-17
LTRX,0.9,6.46,996086,1062943,6.43,8.4,0.8,-2.1,중립,음봉,잔구간,0.05,-0.62,2026-06-17
LMRI,0.9,8.79,798779,871589,7.02,7.85,0.9,-2.8,중립,음봉,잔구간,0.19,-0.535,2026-06-17
FVRR,0.9,9.62,558117,595485,5.37,7.17,0.7,-2.4,매도주의,음봉,전저점이탈,0.09,-1.94,2026-06-17
GAB,0.9,5.41,984105,1039663,5.32,6.07,0.9,-1.5,강한매도,장대음봉,전저점이탈,0.0,-3.35,2026-06-17
GAMB,0.9,2.33,761813,801912,1.78,1.71,1.0,-1.3,매도주의,위꼬리음봉,수횡파,0.09,-1.39,2026-06-17
FSLY,0.9,17.41,4644517,5319945,80.86,132.85,0.6,-0.9,매도주의,위꼬리음봉,완만한상승,0.17,-1.0,2026-06-17
FUBO,0.9,8.9,1527700,1719225,13.6,14.37,0.9,-3.9,중립,음봉,전저점부근,0.21,-0.3,2026-06-17
ASPI,0.9,6.68,3947006,4628539,26.37,35.72,0.7,2.9,중립,위꼬리양봉,완만한상승,0.34,-0.29,2026-06-17
BMNG,0.9,13.02,805067,872768,10.48,13.57,0.8,-5.4,중립,음봉,잔구간,0.01,-0.645,2026-06-17
BMNR,0.9,15.7,32701359,37198933,513.41,686.58,0.7,-2.6,중립,음봉,잔구간,0.02,-0.64,2026-06-17
BMNU,0.9,0.948,119941425,137109425,113.7,138.95,0.8,-4.8,중립,음봉,잔구간,0.05,-0.62,2026-06-17
SLNH,0.9,1.77,18843207,20133175,33.35,28.5,1.2,2.9,중립,위꼬리양봉,완만한상승,0.43,-0.18,2026-06-17
SMCX,0.9,8.48,6376919,7198931,54.08,83.58,0.6,-12.6,강한매도,장대음봉,전저점이탈,0.04,-3.3,2026-06-17
SKYX,0.9,1.03,1177999,1314836,1.21,1.31,0.9,-1.9,매도주의,위꼬리음봉,잔구간,0.12,-0.98,2026-06-17
CLSK,0.9,16.78,16710513,19595397,280.4,365.95,0.8,-2.4,중립,음봉,잔구간,0.03,-0.63,2026-06-17
PRGO,0.9,10.16,3162204,3402318,32.13,39.16,0.8,-4.2,매도주의,음봉,전저점이탈,0.19,-1.82,2026-06-17
PGEN,0.9,4.73,3834276,4403134,18.14,22.57,0.8,-0.6,매도주의,위꼬리음봉,잔구간,0.11,-0.985,2026-06-17
UA,0.9,5.53,2452766,2592851,13.56,14.3,0.9,-2.5,중립,음봉,잔구간,0.03,-0.63,2026-06-17
UGP,0.9,4.7,2700537,2982483,12.69,14.32,0.9,-3.7,매도주의,장대음봉,잔구간,0.09,-1.245,2026-06-17
LUMN,0.9,8.1,11152829,12149955,90.34,108.96,0.8,-3.7,매도주의,장대음봉,전저점부근,0.12,-1.71,2026-06-17
LWLG,0.9,9.28,3351066,3885393,31.1,49.75,0.6,-2.7,중립,음봉,잔구간,0.2,-0.53,2026-06-17
MQ,0.9,3.87,4242723,4599545,16.42,20.81,0.8,-0.5,매도주의,위꼬리음봉,잔구간,0.21,-0.925,2026-06-17
MRLN,0.9,6.54,2417871,2842296,15.81,49.58,0.3,1.2,중립,팽이도지,잔구간,0.5,0.0,2026-06-17
MNKD,0.9,3.92,3665280,4274806,14.37,14.09,1.0,0.8,중립,위꼬리양봉,완만한상승,0.29,-0.35,2026-06-17
MNRO,0.9,15.19,1261790,1339948,19.17,19.61,1.0,-4.4,매도주의,장대음봉,잔구간,0.03,-1.28,2026-06-17
BIOA,0.9,19.99,495602,533117,9.91,7.45,1.3,-2.4,중립,음봉,잔구간,0.23,-0.51,2026-06-17
BITU,0.9,9.8,4596901,5250223,45.05,58.27,0.8,-2.0,매도주의,위꼬리음봉,잔구간,0.09,-0.995,2026-06-17
BCSF,0.9,12.36,387102,412975,4.78,5.1,0.9,-1.1,중립,음봉,잔구간,0.03,-0.63,2026-06-17
BDJ,0.9,9.24,535872,598876,4.95,5.28,0.9,-1.6,매도주의,장대음봉,잔구간,0.0,-1.3,2026-06-17
SOLZ,0.9,7.178,991605,1166454,7.12,8.66,0.8,-0.9,매도주의,위꼬리음봉,잔구간,0.06,-1.015,2026-06-17
SOXS,0.9,4.46,659399867,772459706,2940.92,4620.5,0.6,7.0,중립,양봉,잔구간,1.0,0.65,2026-06-17
ORIC,0.9,8.63,1434535,1638138,12.38,12.86,1.0,3.1,강한매수,양봉,전고점돌파,0.57,2.28,2026-06-17
ASTL,0.9,4.755,588391,658242,2.8,3.81,0.7,-2.8,중립,음봉,잔구간,0.06,-0.615,2026-06-17
ARVN,0.9,7.67,638616,748857,4.9,5.63,0.9,3.0,매수관심,양봉,완만한상승,0.54,1.65,2026-06-17
TNXP,0.9,12.2,563678,612245,6.88,6.9,1.0,4.7,매수관심,양봉,완만한상승,0.64,1.77,2026-06-17
TTD,0.9,18.16,18745237,20367981,340.41,413.6,0.8,-4.1,강한매도,장대음봉,전저점이탈,0.01,-3.34,2026-06-17
TSLZ,0.9,12.35,3064605,3457137,37.85,40.83,0.9,2.4,매수관심,양봉,완만한상승,0.78,1.94,2026-06-17
LAB,0.9,0.81,2036038,2334647,1.65,4.73,0.3,-3.5,중립,음봉,잔구간,0.07,-0.61,2026-06-17
FOSL,0.9,4.18,652763,738201,2.73,2.78,1.0,-5.2,매도주의,장대음봉,잔구간,0.05,-1.27,2026-06-17
KSS,0.9,16.59,4807244,5556362,79.75,88.75,0.9,1.8,중립,위꼬리양봉,잔구간,0.33,-0.6,2026-06-17
